"","Date_time","Mean Temperature","Year","Season","Hatchery Summer Steelhead","Wild Summer Steelhead","Summer Steelhead RM","Summer Steelhead LM","Hatchery Spring Chinook","Wild Spring Chinook","Spring Chinook RM","Spring Chinook LM","No Mark Sockeye","Sockeye RM","Sockeye LM","Fall Chinook","Bull Trout","Rainbow Trout","Total","Month"
"415",2016-07-25,13.3,2016,"Summer",NA,NA,NA,NA,4,2,NA,NA,55,NA,NA,NA,NA,NA,61,"July"
"416",2016-07-27,13.4,2016,"Summer",NA,NA,NA,NA,18,5,NA,NA,32,NA,1,NA,NA,2,58,"July"
"417",2016-07-29,13.3,2016,"Summer",NA,NA,NA,NA,15,5,NA,NA,56,NA,NA,NA,NA,2,78,"July"
"418",2016-08-01,13.6,2016,"Summer",NA,NA,NA,NA,3,NA,1,NA,24,NA,1,NA,NA,NA,29,"August"
"419",2016-08-03,13.7,2016,"Summer",NA,NA,NA,NA,2,NA,NA,NA,29,NA,NA,NA,NA,3,34,"August"
"420",2016-08-05,13.6,2016,"Summer",NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,5,"August"
"421",2016-08-08,12.9,2016,"Summer",NA,NA,NA,NA,29,3,NA,NA,70,NA,2,1,NA,1,106,"August"
"422",2016-08-10,12.8,2016,"Summer",NA,NA,NA,NA,2,NA,NA,NA,12,NA,NA,NA,NA,3,17,"August"
"423",2016-08-12,13.2,2016,"Summer",NA,NA,NA,NA,13,NA,NA,NA,33,NA,1,NA,NA,1,48,"August"
"424",2016-08-15,13.4,2016,"Summer",NA,NA,NA,NA,5,NA,NA,NA,13,NA,NA,NA,NA,NA,18,"August"
"425",2016-08-17,13.4,2016,"Summer",NA,NA,NA,NA,6,3,NA,NA,18,NA,NA,NA,NA,2,29,"August"
"426",2016-08-19,13.6,2016,"Summer",NA,NA,NA,NA,11,2,NA,NA,9,NA,NA,NA,NA,NA,22,"August"
"427",2016-08-22,13.7,2016,"Summer",NA,NA,NA,NA,2,NA,NA,NA,15,NA,NA,NA,1,1,19,"August"
"428",2016-08-24,13.8,2016,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,12,"August"
"429",2016-08-26,13.2,2016,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,1,19,"August"
"430",2016-08-29,13.1,2016,"Summer",NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,6,"August"
"431",2016-08-31,13.2,2016,"Summer",NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,7,"August"
"432",2016-09-02,13.1,2016,"Summer",NA,NA,NA,NA,1,1,NA,NA,4,NA,NA,NA,NA,NA,6,"September"
"433",2016-09-07,13,2016,"Summer",NA,NA,NA,NA,NA,1,NA,NA,11,NA,NA,NA,NA,2,14,"September"
"434",2016-09-09,12.9,2016,"Summer",1,NA,NA,NA,1,NA,NA,NA,8,NA,NA,1,NA,1,12,"September"
"435",2016-09-12,12.9,2016,"Summer",2,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,NA,10,"September"
"436",2016-09-14,13,2016,"Summer",1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,8,"September"
"437",2016-09-16,13,2016,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,"September"
"438",2016-09-19,13,2016,"Summer",2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,8,"September"
"439",2016-09-21,12.9,2016,"Summer",2,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,6,11,"September"
"440",2016-09-23,12.8,2016,"Fall",4,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,4,14,"September"
"441",2016-09-27,13,2016,"Fall",10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,12,"September"
"442",2016-09-28,13,2016,"Fall",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September"
"443",2016-09-30,12.9,2016,"Fall",9,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,NA,2,25,"September"
"444",2016-12-01,9.6,2016,"Fall",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,6,50,"December"
"445",2016-12-02,9.5,2016,"Fall",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,21,"December"
"446",2016-12-05,9.1,2016,"Fall",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,6,52,"December"
"447",2016-12-07,8.8,2016,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,17,"December"
"448",2016-12-12,8,2016,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,7,39,"December"
"449",2016-12-14,7.6,2016,"Fall",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5,23,"December"
"450",2016-12-16,7.5,2016,"Fall",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,8,"December"
"451",2016-12-19,7,2016,"Fall",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,36,"December"
"452",2016-12-21,6.9,2016,"Winter",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1,22,"December"
"453",2016-12-23,7.2,2016,"Winter",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,16,"December"
"454",2016-12-28,7,2016,"Winter",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,12,79,"December"
"455",2016-12-30,7,2016,"Winter",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,7,31,"December"
"456",2017-01-05,6,2017,"Winter",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,9,56,"January"
"457",2017-01-11,5.4,2017,"Winter",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,24,"January"
"458",2017-01-13,5.5,2017,"Winter",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,34,"January"
"459",2017-01-16,5,2017,"Winter",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,20,"January"
"460",2017-01-18,5.1,2017,"Winter",37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,"January"
"461",2017-01-20,5.3,2017,"Winter",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,"January"
"462",2017-01-23,5.5,2017,"Winter",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,92,"January"
"463",2017-01-25,5.6,2017,"Winter",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,53,"January"
"464",2017-01-27,5.8,2017,"Winter",56,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,12,71,"January"
"465",2017-01-30,5.8,2017,"Winter",110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,128,"January"
"466",2017-02-01,5.4,2017,"Winter",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19,"February"
"467",2017-02-03,5.6,2017,"Winter",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,45,"February"
"468",2017-02-06,5.4,2017,"Winter",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,34,"February"
"469",2017-02-08,5.6,2017,"Winter",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,"February"
"470",2017-02-10,5.9,2017,"Winter",106,3,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,14,127,"February"
"471",2017-02-13,5.7,2017,"Winter",104,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,143,"February"
"472",2017-02-15,6,2017,"Winter",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,26,"February"
"473",2017-02-17,5.9,2017,"Winter",29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,43,"February"
"474",2017-02-20,6.6,2017,"Winter",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,109,"February"
"475",2017-02-22,6.5,2017,"Winter",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,46,"February"
"476",2017-02-24,6.5,2017,"Winter",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,76,"February"
"477",2017-02-27,6,2017,"Winter",20,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17,40,"February"
"478",2017-03-01,6.2,2017,"Winter",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,"March"
"479",2017-03-03,6.3,2017,"Winter",15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,25,"March"
"480",2017-03-05,6.3,2017,"Winter",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,24,"March"
"481",2017-03-07,6.2,2017,"Winter",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,"March"
"482",2017-03-10,7.1,2017,"Winter",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"March"
"483",2017-03-13,7.3,2017,"Winter",26,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,44,"March"
"484",2017-03-15,7.5,2017,"Winter",32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,49,"March"
"485",2017-03-17,7.6,2017,"Winter",35,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,60,"March"
"486",2017-03-20,7.6,2017,"Spring",21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,37,"March"
"487",2017-03-22,7.1,2017,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,27,"March"
"488",2017-03-24,7.5,2017,"Spring",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,25,"March"
"489",2017-03-27,7.8,2017,"Spring",6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,30,"March"
"490",2017-03-28,7.7,2017,"Spring",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,19,"March"
"491",2017-03-31,8.1,2017,"Spring",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,"March"
"492",2017-04-03,8.1,2017,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,21,"April"
"493",2017-04-05,8.6,2017,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,"April"
"494",2017-04-07,9,2017,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,"April"
"495",2017-04-10,9.3,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,"April"
"496",2017-04-14,9.2,2017,"Spring",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,"April"
"497",2017-04-17,9.4,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"April"
"498",2017-04-21,10.1,2017,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,"April"
"499",2017-04-24,10.1,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,"April"
"500",2017-04-28,10.4,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"April"
"501",2017-05-01,10.4,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"May"
"502",2017-05-05,11.2,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"May"
"503",2017-05-15,12.4,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"May"
"504",2017-05-17,12.5,2017,"Spring",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,6,"May"
"505",2017-05-19,12.7,2017,"Spring",NA,NA,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,5,25,"May"
"506",2017-05-22,12.5,2017,"Spring",NA,NA,NA,NA,27,1,NA,1,NA,NA,NA,NA,NA,1,30,"May"
"507",2017-05-25,12.8,2017,"Spring",NA,NA,NA,NA,65,NA,NA,1,NA,NA,NA,NA,NA,1,67,"May"
"508",2017-05-26,12.8,2017,"Spring",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"May"
"509",2017-05-30,13.7,2017,"Spring",NA,NA,NA,NA,99,1,NA,NA,NA,NA,NA,NA,NA,9,109,"May"
"510",2017-05-31,13.6,2017,"Spring",NA,NA,NA,NA,97,4,1,1,NA,NA,NA,NA,NA,9,112,"May"
"511",2017-06-01,13.7,2017,"Spring",NA,NA,NA,NA,107,NA,NA,2,NA,NA,NA,NA,NA,20,129,"June"
"512",2017-06-02,13.6,2017,"Spring",NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,4,46,"June"
"513",2017-06-06,13,2017,"Spring",NA,NA,NA,NA,292,3,5,NA,NA,NA,NA,NA,NA,12,312,"June"
"514",2017-06-08,13.2,2017,"Spring",NA,NA,NA,NA,284,4,2,3,NA,NA,NA,NA,NA,6,299,"June"
"515",2017-06-09,13.3,2017,"Spring",NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,13,82,"June"
"516",2017-06-12,12.8,2017,"Spring",NA,NA,NA,NA,203,2,2,NA,NA,NA,NA,NA,NA,4,211,"June"
"517",2017-06-13,12.5,2017,"Spring",NA,NA,NA,NA,81,1,NA,NA,NA,NA,NA,NA,NA,8,90,"June"
"518",2017-06-14,12.6,2017,"Spring",NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,1,5,32,"June"
"519",2017-06-16,12.7,2017,"Spring",NA,NA,NA,NA,87,2,NA,1,NA,NA,NA,NA,NA,17,107,"June"
"520",2017-06-19,13.2,2017,"Spring",NA,NA,NA,NA,122,2,NA,NA,NA,NA,NA,NA,NA,5,129,"June"
"521",2017-06-21,13.2,2017,"Summer",NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,7,84,"June"
"522",2017-06-23,13.4,2017,"Summer",NA,NA,NA,NA,56,3,NA,NA,NA,NA,NA,NA,NA,15,74,"June"
"523",2017-06-26,13.7,2017,"Summer",NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,6,151,"June"
"524",2017-06-27,14,2017,"Summer",NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,5,55,"June"
"525",2017-06-28,14.3,2017,"Summer",NA,NA,NA,NA,38,2,NA,1,NA,NA,NA,NA,NA,6,47,"June"
"526",2017-06-30,14.3,2017,"Summer",NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,3,84,"June"
"527",2017-07-03,14.2,2017,"Summer",NA,NA,NA,NA,136,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July"
"528",2017-07-05,14.4,2017,"Summer",NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,9,45,"July"
"529",2017-07-07,14.9,2017,"Summer",NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,5,31,"July"
"530",2017-07-10,14.8,2017,"Summer",NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,12,58,"July"
"531",2017-07-12,14.4,2017,"Summer",NA,NA,NA,NA,36,3,NA,NA,NA,NA,NA,NA,NA,5,44,"July"
"532",2017-07-14,14.5,2017,"Summer",NA,NA,NA,NA,29,NA,NA,NA,1,NA,NA,NA,NA,5,35,"July"
"533",2017-07-17,14.4,2017,"Summer",NA,NA,NA,NA,32,NA,NA,NA,2,NA,NA,NA,NA,1,35,"July"
"534",2017-07-19,14.3,2017,"Summer",NA,NA,NA,NA,15,NA,NA,NA,2,NA,NA,1,NA,3,21,"July"
"535",2017-07-21,14.5,2017,"Summer",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,10,"July"
"536",2017-07-24,14.5,2017,"Summer",NA,NA,NA,NA,26,1,NA,NA,1,1,NA,NA,NA,5,34,"July"
"537",2017-07-26,14.3,2017,"Summer",NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,4,17,"July"
"538",2017-07-28,14.6,2017,"Summer",NA,NA,NA,NA,5,1,NA,NA,1,NA,NA,NA,NA,2,9,"July"
"539",2017-07-31,14.4,2017,"Summer",NA,NA,NA,NA,14,1,NA,NA,3,2,NA,2,NA,3,25,"July"
"540",2017-08-02,14.3,2017,"Summer",NA,NA,NA,NA,10,NA,NA,NA,1,1,NA,NA,NA,NA,12,"August"
"541",2017-08-04,14.3,2017,"Summer",NA,NA,NA,NA,3,1,NA,NA,2,2,NA,NA,NA,1,9,"August"
"542",2017-08-07,14.8,2017,"Summer",NA,NA,NA,NA,9,NA,NA,NA,7,1,NA,NA,NA,1,18,"August"
"543",2017-08-09,14.7,2017,"Summer",NA,NA,NA,NA,7,NA,NA,NA,7,2,NA,NA,NA,1,17,"August"
"544",2017-08-11,14.7,2017,"Summer",NA,NA,NA,NA,3,NA,NA,NA,2,2,NA,NA,NA,3,10,"August"
"545",2017-08-14,13.6,2017,"Summer",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"August"
"546",2017-08-16,12.7,2017,"Summer",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,3,"August"
"547",2017-08-18,12.7,2017,"Summer",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,"August"
"548",2017-08-22,12.4,2017,"Summer",1,NA,NA,NA,7,1,NA,NA,1,NA,NA,NA,NA,NA,10,"August"
"549",2017-08-23,12.4,2017,"Summer",1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"August"
"550",2017-08-25,12.4,2017,"Summer",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,5,"August"
"551",2017-08-28,12.4,2017,"Summer",NA,NA,NA,NA,6,1,NA,NA,3,NA,NA,1,NA,NA,11,"August"
"552",2017-08-30,12.4,2017,"Summer",NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,"August"
"553",2017-09-01,12.3,2017,"Summer",NA,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,5,"September"
"554",2017-09-06,12.5,2017,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,5,"September"
"555",2017-09-08,12.6,2017,"Summer",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,"September"
"556",2017-09-11,12.5,2017,"Summer",1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,"September"
"557",2017-09-14,12.6,2017,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"September"
"558",2017-09-15,12.6,2017,"Summer",2,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,6,"September"
"559",2017-09-18,12.6,2017,"Summer",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,"September"
"560",2017-09-20,12.5,2017,"Summer",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"September"
"561",2017-09-22,12.5,2017,"Fall",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"September"
"562",2017-09-25,12.4,2017,"Fall",10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,"September"
"563",2017-09-27,12.5,2017,"Fall",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,"September"
"564",2017-09-29,12.4,2017,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"September"
"565",2017-10-02,12.4,2017,"Fall",12,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,20,"October"
"566",2017-10-04,12.3,2017,"Fall",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,"October"
"567",2017-10-06,12.2,2017,"Fall",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,"October"
"568",2017-10-09,12,2017,"Fall",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,28,"October"
"569",2017-10-11,11.9,2017,"Fall",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,"October"
"570",2017-10-13,11.6,2017,"Fall",12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,"October"
"571",2017-10-16,11.4,2017,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,"October"
"572",2017-10-18,11.5,2017,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,"October"
"573",2017-10-20,11.3,2017,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,16,"October"
"574",2017-10-23,11.3,2017,"Fall",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,23,"October"
"575",2017-10-25,11.2,2017,"Fall",36,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,11,50,"October"
"576",2017-10-27,11.1,2017,"Fall",53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20,76,"October"
"577",2017-10-31,10.9,2017,"Fall",64,3,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,25,NA,"October"
"578",2017-11-01,10.9,2017,"Fall",13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,22,"November"
"579",2017-11-03,10.7,2017,"Fall",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,22,"November"
"580",2017-11-06,10.5,2017,"Fall",23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,35,"November"
"581",2017-11-08,10.5,2017,"Fall",10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,21,"November"
"582",2017-11-09,10.6,2017,"Fall",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,"November"
"583",2017-11-13,10.4,2017,"Fall",41,1,1,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,26,90,"November"
"584",2017-11-15,10.2,2017,"Fall",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,10,34,"November"
"585",2017-11-17,10,2017,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,18,"November"
"586",2017-11-20,9.8,2017,"Fall",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,12,34,"November"
"587",2017-11-22,9.9,2017,"Fall",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,16,58,"November"
"588",2017-11-27,9.7,2017,"Fall",140,1,1,1,NA,NA,NA,NA,NA,NA,NA,30,1,54,228,"November"
"589",2017-11-28,9.6,2017,"Fall",48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,59,"November"
"590",2017-11-29,9.5,2017,"Fall",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,10,30,"November"
"591",2017-12-01,9.2,2017,"Fall",44,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,14,64,"December"
"592",2017-12-04,9,2017,"Fall",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,48,"December"
"593",2017-12-06,8.7,2017,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,15,"December"
"594",2017-12-08,8.5,2017,"Fall",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,35,"December"
"595",2017-12-11,8.1,2017,"Fall",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,4,38,"December"
"596",2017-12-13,7.8,2017,"Fall",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,21,"December"
"597",2017-12-15,7.6,2017,"Fall",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,9,"December"
"598",2017-12-18,7.7,2017,"Fall",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,14,56,"December"
"599",2017-12-20,7.6,2017,"Fall",11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,9,26,"December"
"600",2017-12-22,7.7,2017,"Winter",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,13,36,"December"
"601",2017-12-27,6.9,2017,"Winter",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,36,83,"December"
"602",2017-12-29,7,2017,"Winter",20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,30,"December"
"603",2018-01-03,6.8,2018,"Winter",61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,16,80,"January"
"604",2018-01-05,6.7,2018,"Winter",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,30,"January"
"605",2018-01-08,6.6,2018,"Winter",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,77,"January"
"606",2018-01-10,6.9,2018,"Winter",27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,18,48,"January"
"607",2018-01-12,7,2018,"Winter",54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,17,74,"January"
"608",2018-01-16,7.3,2018,"Winter",76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,28,109,"January"
"609",2018-01-19,6.8,2018,"Winter",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,60,"January"
"610",2018-01-22,7,2018,"Winter",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,56,"January"
"611",2018-01-24,7.1,2018,"Winter",11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,20,"January"
"612",2018-01-26,7,2018,"Winter",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,18,55,"January"
"613",2018-01-29,7,2018,"Winter",30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,47,"January"
"614",2018-01-31,7,2018,"Winter",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,21,"January"
"615",2018-02-02,7.2,2018,"Winter",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,58,"February"
"616",2018-02-05,7.3,2018,"Winter",48,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,100,"February"
"617",2018-02-07,7.4,2018,"Winter",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,39,"February"
"618",2018-02-09,7.4,2018,"Winter",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,62,"February"
"619",2018-02-12,7.4,2018,"Winter",49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,102,"February"
"620",2018-02-14,7.1,2018,"Winter",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,37,"February"
"621",2018-02-16,6.9,2018,"Winter",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,16,"February"
