# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-18 16:24:10 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14076500 DESCHUTES RIVER NEAR CULVER, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14076500
#            TS   parameter     statistic     Description
#        113391       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        113392       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        113393       00010     00003     Temperature, water, degrees Celsius (Mean)
#        113394       00060     00003     Discharge, cubic feet per second (Mean)
#        218322       00011     00001     Temperature, water, degrees Fahrenheit (Maximum)
#        218323       00011     00002     Temperature, water, degrees Fahrenheit (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	113394_00060_00003	113394_00060_00003_cd	218322_00011_00001	218322_00011_00001_cd	218323_00011_00002	218323_00011_00002_cd
USGS	14076500	1959-08-21	531	A	58.0	A	54.0	A
USGS	14076500	1959-08-22	542	A	58.0	A	55.0	A
USGS	14076500	1959-08-23	552	A	59.0	A	55.0	A
USGS	14076500	1959-08-24	559	A	59.0	A	56.0	A
USGS	14076500	1959-08-25	566	A	59.0	A	56.0	A
USGS	14076500	1959-08-26	566	A	59.0	A	57.0	A
USGS	14076500	1959-08-27	562	A	59.0	A	56.0	A
USGS	14076500	1959-08-28	590	A	58.0	A	56.0	A
USGS	14076500	1959-08-29	556	A	57.0	A	56.0	A
USGS	14076500	1959-08-30	545	A	58.0	A	55.0	A
USGS	14076500	1959-08-31	556	A	59.0	A	56.0	A
USGS	14076500	1959-09-01	556	A	58.0	A	55.0	A
USGS	14076500	1959-09-02	556	A	58.0	A	55.0	A
USGS	14076500	1959-09-03	545	A	58.0	A	56.0	A
USGS	14076500	1959-09-04	517	A	56.0	A	55.0	A
USGS	14076500	1959-09-05	514	A	56.0	A	55.0	A
USGS	14076500	1959-09-06	514	A	57.0	A	55.0	A
USGS	14076500	1959-09-07	514	A	57.0	A	54.0	A
USGS	14076500	1959-09-08	524	A	57.0	A	54.0	A
USGS	14076500	1959-09-09	510	A	56.0	A	53.0	A
USGS	14076500	1959-09-10	534	A	56.0	A	54.0	A
USGS	14076500	1959-09-11	545	A	57.0	A	55.0	A
USGS	14076500	1959-09-12	528	A	58.0	A	55.0	A
USGS	14076500	1959-09-13	510	A	57.0	A	55.0	A
USGS	14076500	1959-09-14	510	A	56.0	A	54.0	A
USGS	14076500	1959-09-15	510	A	55.0	A	53.0	A
USGS	14076500	1959-09-16	520	A	55.0	A	53.0	A
USGS	14076500	1959-09-17	531	A	55.0	A	53.0	A
USGS	14076500	1959-09-18	520	A	55.0	A	54.0	A
USGS	14076500	1959-09-19	528	A	55.0	A	54.0	A
USGS	14076500	1959-09-20	528	A	54.0	A	53.0	A
USGS	14076500	1959-09-21	517	A	54.0	A	52.0	A
USGS	14076500	1959-09-22	576	A	55.0	A	53.0	A
USGS	14076500	1959-09-23	559	A	54.0	A	52.0	A
USGS	14076500	1959-09-24	545	A	53.0	A	52.0	A
USGS	14076500	1959-09-25	510	A	53.0	A	52.0	A
USGS	14076500	1959-09-26	627	A	53.0	A	52.0	A
USGS	14076500	1959-09-27	718	A	53.0	A	51.0	A
USGS	14076500	1959-09-28	590	A	53.0	A	51.0	A
USGS	14076500	1959-09-29	566	A	52.0	A	51.0	A
USGS	14076500	1959-09-30	552	A	53.0	A	51.0	A
USGS	14076500	1959-10-01	545	A	52.0	A	50.0	A
USGS	14076500	1959-10-02	570	A	53.0	A	51.0	A
USGS	14076500	1959-10-03	542	A	53.0	A	51.0	A
USGS	14076500	1959-10-04	534	A	53.0	A	51.0	A
USGS	14076500	1959-10-05	524	A	53.0	A	52.0	A
USGS	14076500	1959-10-06	520	A	53.0	A	52.0	A
USGS	14076500	1959-10-07	524	A	52.0	A	51.0	A
USGS	14076500	1959-10-08	545	A	52.0	A	51.0	A
USGS	14076500	1959-10-09	594	A	52.0	A	52.0	A
USGS	14076500	1959-10-10	627	A	52.0	A	51.0	A
USGS	14076500	1959-10-11	584	A	53.0	A	51.0	A
USGS	14076500	1959-10-12	660	A	52.0	A	51.0	A
USGS	14076500	1959-10-13	594	A	52.0	A	51.0	A
USGS	14076500	1959-10-14	559	A	53.0	A	51.0	A
USGS	14076500	1959-10-15	559	A	54.0	A	53.0	A
USGS	14076500	1959-10-16	545	A	54.0	A	51.0	A
USGS	14076500	1959-10-17	545	A	53.0	A	51.0	A
USGS	14076500	1959-10-18	524	A	53.0	A	52.0	A
USGS	14076500	1959-10-19	520	A	53.0	A	51.0	A
USGS	14076500	1959-10-20	534	A	53.0	A	52.0	A
USGS	14076500	1959-10-21	570	A	53.0	A	52.0	A
USGS	14076500	1959-10-22	590	A	55.0	A	52.0	A
USGS	14076500	1959-10-23	714	A	55.0	A	54.0	A
USGS	14076500	1959-10-24	601	A	54.0	A	53.0	A
USGS	14076500	1959-10-25	552	A	54.0	A	53.0	A
USGS	14076500	1959-10-26	627	A	53.0	A	51.0	A
USGS	14076500	1959-10-27	598	A	51.0	A	50.0	A
USGS	14076500	1959-10-28	580	A	51.0	A	50.0	A
USGS	14076500	1959-10-29	562	A	50.0	A	49.0	A
USGS	14076500	1959-10-30	548	A	50.0	A	49.0	A
USGS	14076500	1959-10-31	545	A	50.0	A	49.0	A
USGS	14076500	1959-11-01	854	A	50.0	A	47.0	A
USGS	14076500	1959-11-02	1020	A	48.0	A	48.0	A
USGS	14076500	1959-11-03	1040	A	49.0	A	48.0	A
USGS	14076500	1959-11-04	1050	A	49.0	A	47.0	A
USGS	14076500	1959-11-05	990	A	47.0	A	45.0	A
USGS	14076500	1959-11-06	1020	A	46.0	A	45.0	A
USGS	14076500	1959-11-07	1030	A	45.0	A	44.0	A
USGS	14076500	1959-11-08	1030	A	45.0	A	44.0	A
USGS	14076500	1959-11-09	1040	A	46.0	A	45.0	A
USGS	14076500	1959-11-10	1040	A	46.0	A	45.0	A
USGS	14076500	1959-11-11	1050	A	47.0	A	46.0	A
USGS	14076500	1959-11-12	795	A	49.0	A	47.0	A
USGS	14076500	1959-11-13	750	A	48.0	A	47.0	A
USGS	14076500	1959-11-14	786	A	47.0	A	44.0	A
USGS	14076500	1959-11-15	810	A	46.0	A	45.0	A
USGS	14076500	1959-11-16	795	A	45.0	A	44.0	A
USGS	14076500	1959-11-17	795	A	44.0	A	43.0	A
USGS	14076500	1959-11-18	800	A	45.0	A	44.0	A
USGS	14076500	1959-11-19	763	A	46.0	A	45.0	A
USGS	14076500	1959-11-20	763	A	47.0	A	46.0	A
USGS	14076500	1959-11-21	763	A	47.0	A	47.0	A
USGS	14076500	1959-11-22	763	A	48.0	A	47.0	A
USGS	14076500	1959-11-23	930	A	49.0	A	48.0	A
USGS	14076500	1959-11-24	935	A	49.0	A	47.0	A
USGS	14076500	1959-11-25	885	A	48.0	A	47.0	A
USGS	14076500	1959-11-26	875	A	47.0	A	45.0	A
USGS	14076500	1959-11-27	870	A	46.0	A	44.0	A
USGS	14076500	1959-11-28	800	A	46.0	A	44.0	A
USGS	14076500	1959-11-29	732	A	46.0	A	45.0	A
USGS	14076500	1959-11-30	722	A	46.0	A	45.0	A
USGS	14076500	1959-12-01	570	A	48.0	A	46.0	A
USGS	14076500	1959-12-02	545	A	49.0	A	48.0	A
USGS	14076500	1959-12-03	548	A	49.0	A	48.0	A
USGS	14076500	1959-12-04	528	A	48.0	A	48.0	A
USGS	14076500	1959-12-05	520	A	48.0	A	46.0	A
USGS	14076500	1959-12-06	994	A	47.0	A	41.0	A
USGS	14076500	1959-12-07	1090	A	43.0	A	41.0	A
USGS	14076500	1959-12-08	1090	A	43.0	A	42.0	A
USGS	14076500	1959-12-09	1150	A	42.0	A	42.0	A
USGS	14076500	1959-12-10	1160	A	42.0	A	41.0	A
USGS	14076500	1959-12-11	1150	A	43.0	A	42.0	A
USGS	14076500	1959-12-12	1130	A	44.0	A	43.0	A
USGS	14076500	1959-12-13	1120	A	44.0	A	42.0	A
USGS	14076500	1959-12-14	1140	A	42.0	A	42.0	A
USGS	14076500	1959-12-15	1160	A	43.0	A	42.0	A
USGS	14076500	1959-12-16	1110	A	44.0	A	43.0	A
USGS	14076500	1959-12-17	1110	A	44.0	A	44.0	A
USGS	14076500	1959-12-18	1060	A	44.0	A	43.0	A
USGS	14076500	1959-12-19	995	A	43.0	A	43.0	A
USGS	14076500	1959-12-20	990	A	43.0	A	42.0	A
USGS	14076500	1959-12-21	1040	A	43.0	A	42.0	A
USGS	14076500	1959-12-22	1100	A	42.0	A	42.0	A
USGS	14076500	1959-12-23	1110	A	42.0	A	42.0	A
USGS	14076500	1959-12-24	1130	A	43.0	A	42.0	A
USGS	14076500	1959-12-25	1160	A	44.0	A	43.0	A
USGS	14076500	1959-12-26	1120	A	43.0	A	41.0	A
USGS	14076500	1959-12-27	1100	A	42.0	A	41.0	A
USGS	14076500	1959-12-28	816	A	44.0	A	42.0	A
USGS	14076500	1959-12-29	623	A	44.0	A	44.0	A
USGS	14076500	1959-12-30	627	A	44.0	A	44.0	A
USGS	14076500	1959-12-31	937	A	44.0	A	40.0	A
USGS	14076500	1960-01-01	1130	A	40.0	A	40.0	A
USGS	14076500	1960-01-02	1090	A	40.0	A	39.0	A
USGS	14076500	1960-01-03	1090	A	40.0	A	40.0	A
USGS	14076500	1960-01-04	1090	A	40.0	A	39.0	A
USGS	14076500	1960-01-05	1100	A	40.0	A	40.0	A
USGS	14076500	1960-01-06	1140	A	41.0	A	40.0	A
USGS	14076500	1960-01-07	1150	A	42.0	A	41.0	A
USGS	14076500	1960-01-08	1160	A	42.0	A	41.0	A
USGS	14076500	1960-01-09	1120	A	42.0	A	40.0	A
USGS	14076500	1960-01-10	1100	A	40.0	A	39.0	A
USGS	14076500	1960-01-11	1140	A	41.0	A	40.0	A
USGS	14076500	1960-01-12	1130	A	41.0	A	40.0	A
USGS	14076500	1960-01-13	1090	A	40.0	A	39.0	A
USGS	14076500	1960-01-14	1100	A	40.0	A	39.0	A
USGS	14076500	1960-01-15	1110	A	40.0	A	40.0	A
USGS	14076500	1960-01-16	1120	A	41.0	A	40.0	A
USGS	14076500	1960-01-17	1130	A	41.0	A	40.0	A
USGS	14076500	1960-01-18	1110	A	40.0	A	40.0	A
USGS	14076500	1960-01-19	1120	A	40.0	A	39.0	A
USGS	14076500	1960-01-20	1100	A	39.0	A	39.0	A
USGS	14076500	1960-01-21	1090	A	39.0	A	39.0	A
USGS	14076500	1960-01-22	1100	A	40.0	A	39.0	A
USGS	14076500	1960-01-23	1120	A	40.0	A	40.0	A
USGS	14076500	1960-01-24	1130	A	42.0	A	40.0	A
USGS	14076500	1960-01-25	1090	A	43.0	A	42.0	A
USGS	14076500	1960-01-26	1010	A	44.0	A	43.0	A
USGS	14076500	1960-01-27	984	A	44.0	A	43.0	A
USGS	14076500	1960-01-28	875	A	45.0	A	43.0	A
USGS	14076500	1960-01-29	682	A	47.0	A	45.0	A
USGS	14076500	1960-01-30	639	A	47.0	A	47.0	A
USGS	14076500	1960-01-31	696	A	47.0	A	46.0	A
USGS	14076500	1960-02-01	790	A	47.0	A	46.0	A
USGS	14076500	1960-02-02	1140	A	46.0	A	44.0	A
USGS	14076500	1960-02-03	1160	A	45.0	A	44.0	A
USGS	14076500	1960-02-04	1180	A	44.0	A	44.0	A
USGS	14076500	1960-02-05	1160	A	45.0	A	44.0	A
USGS	14076500	1960-02-06	1170	A	45.0	A	45.0	A
USGS	14076500	1960-02-07	1250	A	46.0	A	45.0	A
USGS	14076500	1960-02-08	1350	A	46.0	A	46.0	A
USGS	14076500	1960-02-09	1350	A	46.0	A	45.0	A
USGS	14076500	1960-02-10	1330	A	45.0	A	44.0	A
USGS	14076500	1960-02-11	1300	A	44.0	A	43.0	A
USGS	14076500	1960-02-12	1230	A	44.0	A	44.0	A
USGS	14076500	1960-02-13	1220	A	44.0	A	44.0	A
USGS	14076500	1960-02-14	1200	A	44.0	A	44.0	A
USGS	14076500	1960-02-15	1210	A				
USGS	14076500	1960-02-16	1190	A				
USGS	14076500	1960-02-17	1160	A				
USGS	14076500	1960-02-18	1140	A				
USGS	14076500	1960-02-19	1100	A				
USGS	14076500	1960-02-20	1070	A				
USGS	14076500	1960-02-21	1050	A				
USGS	14076500	1960-02-22	1050	A				
USGS	14076500	1960-02-23	1060	A				
USGS	14076500	1960-02-24	1070	A				
USGS	14076500	1960-02-25	895	A				
USGS	14076500	1960-02-26	820	A				
USGS	14076500	1960-02-27	920	A				
USGS	14076500	1960-02-28	1040	A				
USGS	14076500	1960-02-29	1070	A				
USGS	14076500	1960-03-01	1110	A				
USGS	14076500	1960-03-02	1120	A				
USGS	14076500	1960-03-03	1150	A				
USGS	14076500	1960-03-04	1130	A				
USGS	14076500	1960-03-05	1210	A				
USGS	14076500	1960-03-06	1160	A				
USGS	14076500	1960-03-07	880	A				
USGS	14076500	1960-03-08	855	A				
USGS	14076500	1960-03-09	890	A				
USGS	14076500	1960-03-10	1150	A				
USGS	14076500	1960-03-11	1230	A				
USGS	14076500	1960-03-12	1190	A				
USGS	14076500	1960-03-13	1120	A				
USGS	14076500	1960-03-14	1130	A				
USGS	14076500	1960-03-15	1160	A				
USGS	14076500	1960-03-16	1120	A				
USGS	14076500	1960-03-17	1120	A				
USGS	14076500	1960-03-18	1140	A				
USGS	14076500	1960-03-19	1150	A				
USGS	14076500	1960-03-20	1170	A				
USGS	14076500	1960-03-21	1220	A				
USGS	14076500	1960-03-22	1250	A				
USGS	14076500	1960-03-23	1260	A				
USGS	14076500	1960-03-24	1300	A				
USGS	14076500	1960-03-25	1300	A				
USGS	14076500	1960-03-26	1260	A				
USGS	14076500	1960-03-27	1330	A				
USGS	14076500	1960-03-28	1340	A				
USGS	14076500	1960-03-29	1350	A				
USGS	14076500	1960-03-30	1370	A				
USGS	14076500	1960-03-31	1380	A				
USGS	14076500	1960-04-01	1390	A				
USGS	14076500	1960-04-02	1400	A				
USGS	14076500	1960-04-03	1340	A				
USGS	14076500	1960-04-04	1300	A				
USGS	14076500	1960-04-05	1230	A				
USGS	14076500	1960-04-06	1210	A				
USGS	14076500	1960-04-07	1160	A				
USGS	14076500	1960-04-08	951	A				
USGS	14076500	1960-04-09	790	A				
USGS	14076500	1960-04-10	718	A				
USGS	14076500	1960-04-11	691	A				
USGS	14076500	1960-04-12	631	A				
USGS	14076500	1960-04-13	612	A	53.0	A	52.0	A
USGS	14076500	1960-04-14	534	A	52.0	A	51.0	A
USGS	14076500	1960-04-15	534	A	53.0	A	50.0	A
USGS	14076500	1960-04-16	660	A	52.0	A	50.0	A
USGS	14076500	1960-04-17	635	A	52.0	A	51.0	A
USGS	14076500	1960-04-18	556	A	52.0	A	51.0	A
USGS	14076500	1960-04-19	548	A	52.0	A	50.0	A
USGS	14076500	1960-04-20	542	A	54.0	A	52.0	A
USGS	14076500	1960-04-21	514	A	54.0	A	51.0	A
USGS	14076500	1960-04-22	510	A	53.0	A	50.0	A
USGS	14076500	1960-04-23	520	A	52.0	A	50.0	A
USGS	14076500	1960-04-24	576	A	52.0	A	51.0	A
USGS	14076500	1960-04-25	556	A	53.0	A	52.0	A
USGS	14076500	1960-04-26	548	A	54.0	A	52.0	A
USGS	14076500	1960-04-27	542	A	53.0	A	52.0	A
USGS	14076500	1960-04-28	520	A	53.0	A	52.0	A
USGS	14076500	1960-04-29	520	A	55.0	A	52.0	A
USGS	14076500	1960-04-30	538	A	56.0	A	52.0	A
USGS	14076500	1960-05-01	538	A	55.0	A	54.0	A
USGS	14076500	1960-05-02	538	A	56.0	A	53.0	A
USGS	14076500	1960-05-03	528	A	54.0	A	53.0	A
USGS	14076500	1960-05-04	524	A	53.0	A	52.0	A
USGS	14076500	1960-05-05	520	A	56.0	A	52.0	A
USGS	14076500	1960-05-06	520	A	55.0	A	54.0	A
USGS	14076500	1960-05-07	520	A	55.0	A	54.0	A
USGS	14076500	1960-05-08	562	A	56.0	A	52.0	A
USGS	14076500	1960-05-09	566	A	57.0	A	54.0	A
USGS	14076500	1960-05-10	562	A	58.0	A	54.0	A
USGS	14076500	1960-05-11	545	A	59.0	A	55.0	A
USGS	14076500	1960-05-12	552	A	57.0	A	55.0	A
USGS	14076500	1960-05-13	598	A	57.0	A	54.0	A
USGS	14076500	1960-05-14	573	A	56.0	A	53.0	A
USGS	14076500	1960-05-15	556	A	56.0	A	53.0	A
USGS	14076500	1960-05-16	570	A	56.0	A	53.0	A
USGS	14076500	1960-05-17	562	A	54.0	A	53.0	A
USGS	14076500	1960-05-18	562	A	55.0	A	52.0	A
USGS	14076500	1960-05-19	559	A	54.0	A	53.0	A
USGS	14076500	1960-05-20	562	A	53.0	A	53.0	A
USGS	14076500	1960-05-21	580	A	53.0	A	52.0	A
USGS	14076500	1960-05-22	562	A	53.0	A	51.0	A
USGS	14076500	1960-05-23	548	A	54.0	A	52.0	A
USGS	14076500	1960-05-24	545	A	54.0	A	52.0	A
USGS	14076500	1960-05-25	573	A	53.0	A	52.0	A
USGS	14076500	1960-05-26	548	A	55.0	A	52.0	A
USGS	14076500	1960-05-27	590	A	56.0	A	53.0	A
USGS	14076500	1960-05-28	559	A	56.0	A	53.0	A
USGS	14076500	1960-05-29	566	A	58.0	A	54.0	A
USGS	14076500	1960-05-30	559	A	58.0	A	55.0	A
USGS	14076500	1960-05-31	556	A	59.0	A	55.0	A
USGS	14076500	1960-06-01	548	A	59.0	A	55.0	A
USGS	14076500	1960-06-02	562	A	60.0	A	56.0	A
USGS	14076500	1960-06-03	562	A	60.0	A	56.0	A
USGS	14076500	1960-06-04	580	A	60.0	A	56.0	A
USGS	14076500	1960-06-05	576	A	60.0	A	56.0	A
USGS	14076500	1960-06-06	576	A	60.0	A	57.0	A
USGS	14076500	1960-06-07	594	A	58.0	A	55.0	A
USGS	14076500	1960-06-08	590	A	59.0	A	55.0	A
USGS	14076500	1960-06-09	573	A	59.0	A	55.0	A
USGS	14076500	1960-06-10	573	A	58.0	A	55.0	A
USGS	14076500	1960-06-11	584	A	60.0	A	56.0	A
USGS	14076500	1960-06-12	562	A	60.0	A	56.0	A
USGS	14076500	1960-06-13	573	A	59.0	A	57.0	A
USGS	14076500	1960-06-14	566	A	58.0	A	56.0	A
USGS	14076500	1960-06-15	635	A	56.0	A	55.0	A
USGS	14076500	1960-06-16	1230	A	62.0	A	56.0	A
USGS	14076500	1960-06-17	1920	A	60.0	A	56.0	A
USGS	14076500	1960-06-18	1040	A	59.0	A	56.0	A
USGS	14076500	1960-06-19	655	A	59.0	A	55.0	A
USGS	14076500	1960-06-20	584	A	57.0	A	54.0	A
USGS	14076500	1960-06-21	534	A	57.0	A	53.0	A
USGS	14076500	1960-06-22	517	A	58.0	A	53.0	A
USGS	14076500	1960-06-23	510	A	58.0	A	54.0	A
USGS	14076500	1960-06-24	514	A	59.0	A	55.0	A
USGS	14076500	1960-06-25	538	A	59.0	A	55.0	A
USGS	14076500	1960-06-26	545	A	57.0	A	54.0	A
USGS	14076500	1960-06-27	528	A	59.0	A	54.0	A
USGS	14076500	1960-06-28	524	A	59.0	A	55.0	A
USGS	14076500	1960-06-29	510	A	59.0	A	55.0	A
USGS	14076500	1960-06-30	524	A	59.0	A	55.0	A
USGS	14076500	1960-07-01	542	A	59.0	A	55.0	A
USGS	14076500	1960-07-02	520	A	58.0	A	54.0	A
USGS	14076500	1960-07-03	500	A	58.0	A	54.0	A
USGS	14076500	1960-07-04	496	A	59.0	A	54.0	A
USGS	14076500	1960-07-05	496	A	59.0	A	55.0	A
USGS	14076500	1960-07-06	496	A	59.0	A	55.0	A
USGS	14076500	1960-07-07	503	A	59.0	A	55.0	A
USGS	14076500	1960-07-08	506	A	59.0	A	55.0	A
USGS	14076500	1960-07-09	510	A	59.0	A	55.0	A
USGS	14076500	1960-07-10	506	A	59.0	A	54.0	A
USGS	14076500	1960-07-11	510	A	59.0	A	55.0	A
USGS	14076500	1960-07-12	510	A	59.0	A	55.0	A
USGS	14076500	1960-07-13	520	A	59.0	A	55.0	A
USGS	14076500	1960-07-14	520	A	60.0	A	56.0	A
USGS	14076500	1960-07-15	517	A	60.0	A	56.0	A
USGS	14076500	1960-07-16	514	A	60.0	A	56.0	A
USGS	14076500	1960-07-17	517	A	60.0	A	56.0	A
USGS	14076500	1960-07-18	517	A	60.0	A	56.0	A
USGS	14076500	1960-07-19	514	A	60.0	A	56.0	A
USGS	14076500	1960-07-20	510	A	59.0	A	55.0	A
USGS	14076500	1960-07-21	503	A	59.0	A	55.0	A
USGS	14076500	1960-07-22	506	A	59.0	A	55.0	A
USGS	14076500	1960-07-23	500	A	58.0	A	55.0	A
USGS	14076500	1960-07-24	496	A	58.0	A	54.0	A
USGS	14076500	1960-07-25	503	A	56.0	A	54.0	A
USGS	14076500	1960-07-26	506	A	58.0	A	55.0	A
USGS	14076500	1960-07-27	510	A	59.0	A	55.0	A
USGS	14076500	1960-07-28	510	A	59.0	A	56.0	A
USGS	14076500	1960-07-29	503	A	58.0	A	56.0	A
USGS	14076500	1960-07-30	517	A	57.0	A	56.0	A
USGS	14076500	1960-07-31	538	A	58.0	A	56.0	A
USGS	14076500	1960-08-01	531	A	59.0	A	56.0	A
USGS	14076500	1960-08-02	545	A	59.0	A	55.0	A
USGS	14076500	1960-08-03	542	A	59.0	A	56.0	A
USGS	14076500	1960-08-04	542	A	59.0	A	55.0	A
USGS	14076500	1960-08-05	531	A	59.0	A	55.0	A
USGS	14076500	1960-08-06	542	A	60.0	A	55.0	A
USGS	14076500	1960-08-07	528	A	60.0	A	55.0	A
USGS	14076500	1960-08-08	520	A	59.0	A	55.0	A
USGS	14076500	1960-08-09	510	A	59.0	A	55.0	A
USGS	14076500	1960-08-10	503	A	59.0	A	55.0	A
USGS	14076500	1960-08-11	514	A	59.0	A	55.0	A
USGS	14076500	1960-08-12	510	A	58.0	A	55.0	A
USGS	14076500	1960-08-13	503	A	58.0	A	54.0	A
USGS	14076500	1960-08-14	506	A	57.0	A	54.0	A
USGS	14076500	1960-08-15	510	A	56.0	A	54.0	A
USGS	14076500	1960-08-16	506	A	57.0	A	53.0	A
USGS	14076500	1960-08-17	510	A	58.0	A	54.0	A
USGS	14076500	1960-08-18	531	A	58.0	A	54.0	A
USGS	14076500	1960-08-19	528	A	59.0	A	55.0	A
USGS	14076500	1960-08-20	510	A	57.0	A	54.0	A
USGS	14076500	1960-08-21	506	A	56.0	A	54.0	A
USGS	14076500	1960-08-22	506	A	55.0	A	53.0	A
USGS	14076500	1960-08-23	510	A	54.0	A	53.0	A
USGS	14076500	1960-08-24	510	A	55.0	A	53.0	A
USGS	14076500	1960-08-25	528	A	55.0	A	52.0	A
USGS	14076500	1960-08-26	514	A	56.0	A	53.0	A
USGS	14076500	1960-08-27	517	A	55.0	A	52.0	A
USGS	14076500	1960-08-28	545	A	56.0	A	53.0	A
USGS	14076500	1960-08-29	520	A	57.0	A	54.0	A
USGS	14076500	1960-08-30	510	A	56.0	A	53.0	A
USGS	14076500	1960-08-31	542	A	56.0	A	54.0	A
USGS	14076500	1960-09-01	524	A	56.0	A	54.0	A
USGS	14076500	1960-09-02	552	A	56.0	A	54.0	A
USGS	14076500	1960-09-03	531	A	56.0	A	55.0	A
USGS	14076500	1960-09-04	517	A	56.0	A	54.0	A
USGS	14076500	1960-09-05	524	A	55.0	A	53.0	A
USGS	14076500	1960-09-06	524	A	55.0	A	53.0	A
USGS	14076500	1960-09-07	514	A	55.0	A	52.0	A
USGS	14076500	1960-09-08	538	A	55.0	A	52.0	A
USGS	14076500	1960-09-09	556	A	55.0	A	53.0	A
USGS	14076500	1960-09-10	538	A	57.0	A	54.0	A
USGS	14076500	1960-09-11	542	A	56.0	A	54.0	A
USGS	14076500	1960-09-12	542	A	57.0	A	54.0	A
USGS	14076500	1960-09-13	548	A	56.0	A	53.0	A
USGS	14076500	1960-09-14	524	A	56.0	A	53.0	A
USGS	14076500	1960-09-15	514	A	55.0	A	53.0	A
USGS	14076500	1960-09-16	531	A	54.0	A	53.0	A
USGS	14076500	1960-09-17	538	A	54.0	A	52.0	A
USGS	14076500	1960-09-18	520	A	54.0	A	52.0	A
USGS	14076500	1960-09-19	514	A	54.0	A	52.0	A
USGS	14076500	1960-09-20	510	A	54.0	A	52.0	A
USGS	14076500	1960-09-21	510	A	53.0	A	50.0	A
USGS	14076500	1960-09-22	510	A	52.0	A	50.0	A
USGS	14076500	1960-09-23	506	A	54.0	A	52.0	A
USGS	14076500	1960-09-24	510	A	54.0	A	52.0	A
USGS	14076500	1960-09-25	514	A	55.0	A	53.0	A
USGS	14076500	1960-09-26	520	A	54.0	A	52.0	A
USGS	14076500	1960-09-27	517	A	54.0	A	52.0	A
USGS	14076500	1960-09-28	520	A	54.0	A	52.0	A
USGS	14076500	1960-09-29	514	A	53.0	A	51.0	A
USGS	14076500	1960-09-30	517	A	53.0	A	51.0	A
USGS	14076500	1960-10-01	520	A	53.0	A	51.0	A
USGS	14076500	1960-10-02	520	A	53.0	A	51.0	A
USGS	14076500	1960-10-03	552	A	53.0	A	51.0	A
USGS	14076500	1960-10-04	545	A	53.0	A	51.0	A
USGS	14076500	1960-10-05	517	A	53.0	A	51.0	A
USGS	14076500	1960-10-06	520	A	53.0	A	53.0	A
USGS	14076500	1960-10-07	545	A	53.0	A	51.0	A
USGS	14076500	1960-10-08	542	A	51.0	A	50.0	A
USGS	14076500	1960-10-09	538	A	50.0	A	49.0	A
USGS	14076500	1960-10-10	531	A	50.0	A	49.0	A
USGS	14076500	1960-10-11	517	A	50.0	A	50.0	A
USGS	14076500	1960-10-12	517	A	51.0	A	50.0	A
USGS	14076500	1960-10-13	531	A	51.0	A	49.0	A
USGS	14076500	1960-10-14	524	A	51.0	A	49.0	A
USGS	14076500	1960-10-15	531	A	51.0	A	49.0	A
USGS	14076500	1960-10-16	524	A	51.0	A	50.0	A
USGS	14076500	1960-10-17	534	A	51.0	A	50.0	A
USGS	14076500	1960-10-18	524	A	51.0	A	50.0	A
USGS	14076500	1960-10-19	517	A	51.0	A	50.0	A
USGS	14076500	1960-10-20	524	A	51.0	A	50.0	A
USGS	14076500	1960-10-21	517	A	51.0	A	51.0	A
USGS	14076500	1960-10-22	520	A	51.0	A	50.0	A
USGS	14076500	1960-10-23	534	A	51.0	A	51.0	A
USGS	14076500	1960-10-24	601	A	51.0	A	51.0	A
USGS	14076500	1960-10-25	651	A	51.0	A	50.0	A
USGS	14076500	1960-10-26	768	A	51.0	A	50.0	A
USGS	14076500	1960-10-27	736	A	50.0	A	49.0	A
USGS	14076500	1960-10-28	736	A	50.0	A	49.0	A
USGS	14076500	1960-10-29	745	A	50.0	A	48.0	A
USGS	14076500	1960-10-30	740	A	49.0	A	47.0	A
USGS	14076500	1960-10-31	910	A	49.0	A	48.0	A
USGS	14076500	1960-11-01	990	A	49.0	A	49.0	A
USGS	14076500	1960-11-02	1030	A	49.0	A	48.0	A
USGS	14076500	1960-11-03	1020	A	48.0	A	47.0	A
USGS	14076500	1960-11-04	1010	A	47.0	A	45.0	A
USGS	14076500	1960-11-05	1020	A	45.0	A	44.0	A
USGS	14076500	1960-11-06	1040	A	45.0	A	44.0	A
USGS	14076500	1960-11-07	1060	A	46.0	A	45.0	A
