Organization ID,Activity ID,Monitoring Location ID,Monitoring Location Name,Monitoring Location State,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Location Type,Activity Type,Activity Start Date,Activity Start Time,Project ID1,Project ID2,Project ID3,Activity Conducting Organization1,Relative Depth,Depth/Height,Depth/Height Unit,Top Depth/Height,Top Depth/Height Unit,Bottom Depth/Height,Bottom Depth/Height Measure Unit,Activity Media,Activity Comment,Sample Collection Method ID,Sample Collection Method Context,Sample Collection Method Name,Data Logger Line,Result Status,CAS #,Characteristic Name,Method Speciation,Sample Fraction,Result Value Type,Result Value,Result Unit,Laboratory Comment Code,Result Qualifier,Detection Condition,Detection Limit Type1,Detection Limit Value1,Detection Limit Unit1,Detection Limit Type2,Detection Limit Value2,Detection Limit Unit2,Result Comment,Precision,Bias,Confidence Interval,Upper Confidence Limit,Lower Confidence Limit,Substance Dilution Factor1,Analytical Method ID,Analytical Method Context,Analytical Method Name,Laboratory Name,Analysis Start Date
OREGONDEQ,20011357-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,12-13-2001,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,102,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20011357-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,12-13-2001,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.0082,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20011357-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,12-13-2001,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.5,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20011357-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,12-13-2001,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,12.2,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20011357-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,12-13-2001,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,0.9,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20011357-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,12-13-2001,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,7.3,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20011357-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,12-13-2001,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,140,mg/l,FQC,DQL=B,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20011357-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,12-13-2001,1:30:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,0.03,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020230-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-04-2002,10:55:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,2.3,mg/l,,DQL=A,,Minimum Reporting Level,1,mg/l,,,,NULL,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020230-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-04-2002,10:55:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.02,mg/l,Minimum Reporting Level,0.02,mg/l,NULL,,,,,,,4500-NH3 H,APHA,4500 NH3 H ~ Ammonia by Flow Injection Analysis,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020230-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-04-2002,10:55:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.3,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020230-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-04-2002,10:55:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,105,%,,DQL=A,,Method Detection Level,1,%,Minimum Reporting Level,1,%,NULL,,,,,,,MOM grab,OREGONDEQ,Field methods for DEQ Water sampling,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020230-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-04-2002,10:55:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,6.9,deg C,,DQL=A,,Method Detection Level,1,deg C,Minimum Reporting Level,1,deg C,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020230-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-04-2002,10:55:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,12.8,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020230-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-04-2002,10:55:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,ND,cfu/100ml,,DQL=A,,Method Detection Level,2,cfu/100ml,Minimum Reporting Level,2,cfu/100ml,NULL,,,,,,,9222G,APHA,9222 G ~ Membrane filtration plating of E. coli with MUG-fluorescent detection,Oregon Public Health Laboratory,
OREGONDEQ,20020230-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-04-2002,10:55:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,98,mg/l,,DQL=A,,Minimum Reporting Level,1,mg/l,,,,NULL,,,,,,,2540-B,APHA,2540 B ~ Total Solids Dried 103-105C in Water,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020230-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-04-2002,10:55:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.0996,mg/l,,DQL=A,,Method Detection Level,0.005,mg/l,Minimum Reporting Level,0.005,mg/l,NULL,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020255-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,03-07-2002,12:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.0058,mg/l,,DQL=A,,Method Detection Level,0.005,mg/l,Minimum Reporting Level,0.005,mg/l,NULL,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020255-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,03-07-2002,12:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,130,mg/l,,DQL=A,,Minimum Reporting Level,1,mg/l,,,,NULL,,,,,,,2540-B,APHA,2540 B ~ Total Solids Dried 103-105C in Water,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020255-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,03-07-2002,12:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,12.3,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020255-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,03-07-2002,12:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,ND,cfu/100ml,,DQL=A,,Method Detection Level,2,cfu/100ml,Minimum Reporting Level,2,cfu/100ml,NULL,,,,,,,9222G,APHA,9222 G ~ Membrane filtration plating of E. coli with MUG-fluorescent detection,Oregon Public Health Laboratory,
OREGONDEQ,20020255-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,03-07-2002,12:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,6.2,deg C,,DQL=A,,Method Detection Level,1,deg C,Minimum Reporting Level,1,deg C,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020255-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,03-07-2002,12:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,100,%,,DQL=A,,Method Detection Level,1,%,Minimum Reporting Level,1,%,NULL,,,,,,,MOM grab,OREGONDEQ,Field methods for DEQ Water sampling,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020255-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,03-07-2002,12:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.3,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020255-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,03-07-2002,12:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.02,mg/l,Minimum Reporting Level,0.02,mg/l,NULL,,,,,,,4500-NH3 H,APHA,4500 NH3 H ~ Ammonia by Flow Injection Analysis,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020255-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,03-07-2002,12:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1.2,mg/l,,DQL=A,,Minimum Reporting Level,1,mg/l,,,,NULL,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020386-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,04-08-2002,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,0.8,mg/l,,DQL=A,,Minimum Reporting Level,1,mg/l,,,,NULL,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020386-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,04-08-2002,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.02,mg/l,Minimum Reporting Level,0.02,mg/l,NULL,,,,,,,4500-NH3 H,APHA,4500 NH3 H ~ Ammonia by Flow Injection Analysis,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020386-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,04-08-2002,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020386-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,04-08-2002,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,98,%,,DQL=A,,Method Detection Level,1,%,Minimum Reporting Level,1,%,NULL,,,,,,,MOM grab,OREGONDEQ,Field methods for DEQ Water sampling,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020386-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,04-08-2002,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,10.5,deg C,,DQL=A,,Method Detection Level,1,deg C,Minimum Reporting Level,1,deg C,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020386-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,04-08-2002,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,ND,cfu/100ml,,DQL=A,,Method Detection Level,2,cfu/100ml,Minimum Reporting Level,2,cfu/100ml,NULL,,,,,,,9222G,APHA,9222 G ~ Membrane filtration plating of E. coli with MUG-fluorescent detection,Oregon Public Health Laboratory,
OREGONDEQ,20020386-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,04-08-2002,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,11,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020386-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,04-08-2002,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,88,mg/l,,DQL=A,,Minimum Reporting Level,1,mg/l,,,,NULL,,,,,,,2540-B,APHA,2540 B ~ Total Solids Dried 103-105C in Water,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020386-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,04-08-2002,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.0105,mg/l,,DQL=A,,Method Detection Level,0.005,mg/l,Minimum Reporting Level,0.005,mg/l,NULL,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020404-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,04-10-2002,4:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.0076,mg/l,,DQL=A,,Method Detection Level,0.005,mg/l,Minimum Reporting Level,0.005,mg/l,NULL,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020404-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,04-10-2002,4:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,110,mg/l,,DQL=A,,Minimum Reporting Level,1,mg/l,,,,NULL,,,,,,,2540-B,APHA,2540 B ~ Total Solids Dried 103-105C in Water,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020404-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,04-10-2002,4:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,10.1,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020404-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,04-10-2002,4:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,16,cfu/100ml,FQC,DQL=B,,Method Detection Level,2,cfu/100ml,Minimum Reporting Level,2,cfu/100ml,NULL,,,,,,,9222G,APHA,9222 G ~ Membrane filtration plating of E. coli with MUG-fluorescent detection,Oregon Public Health Laboratory,
OREGONDEQ,20020404-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,04-10-2002,4:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,13.3,deg C,,DQL=A,,Method Detection Level,1,deg C,Minimum Reporting Level,1,deg C,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020404-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,04-10-2002,4:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,98,%,,DQL=A,,Method Detection Level,1,%,Minimum Reporting Level,1,%,NULL,,,,,,,MOM grab,OREGONDEQ,Field methods for DEQ Water sampling,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020404-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,04-10-2002,4:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020404-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,04-10-2002,4:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,0.02,mg/l,,DQL=A,,Method Detection Level,0.02,mg/l,Minimum Reporting Level,0.02,mg/l,NULL,,,,,,,4500-NH3 H,APHA,4500 NH3 H ~ Ammonia by Flow Injection Analysis,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020404-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,04-10-2002,4:00:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,0.8,mg/l,,DQL=A,,Minimum Reporting Level,1,mg/l,,,,NULL,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020613-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,06-10-2002,11:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1.2,mg/l,,DQL=A,,Minimum Reporting Level,0.1,mg/l,,,,NULL,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020613-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,06-10-2002,11:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.02,mg/l,Minimum Reporting Level,0.02,mg/l,NULL,,,,,,,4500-NH3 H,APHA,4500 NH3 H ~ Ammonia by Flow Injection Analysis,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020613-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,06-10-2002,11:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.4,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020613-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,06-10-2002,11:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,107,%,,DQL=A,,Method Detection Level,1,%,Minimum Reporting Level,1,%,NULL,,,,,,,MOM grab,OREGONDEQ,Field methods for DEQ Water sampling,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020613-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,06-10-2002,11:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,14.3,deg C,,DQL=A,,Method Detection Level,1,deg C,,,,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020613-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,06-10-2002,11:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,11,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20020613-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,06-10-2002,11:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,ND,cfu/100ml,,DQL=A,,Method Detection Level,2,cfu/100ml,Minimum Reporting Level,2,cfu/100ml,NULL,,,,,,,9222G,APHA,9222 G ~ Membrane filtration plating of E. coli with MUG-fluorescent detection,Oregon Public Health Laboratory,
